route_id,service_id,trip_id,trip_headsign,direction_id,direction_name,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,trip_headsign_short
712,69170-1111100-0,13870055,"Southwestern College",0,East,71202,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870056,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870057,"Southwestern College",0,East,71203,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870058,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870059,"Southwestern College",0,East,71204,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870060,"Southwestern College",0,East,71207,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870061,"Southwestern College",0,East,71202,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870062,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870063,"Southwestern College",0,East,71203,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870064,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870065,"Southwestern College",0,East,71204,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870066,"Southwestern College",0,East,71207,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870067,"Southwestern College",0,East,71202,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870068,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870069,"Southwestern College",0,East,71203,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870070,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870071,"Southwestern College",0,East,71204,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870072,"Southwestern College",0,East,71207,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870073,"Southwestern College",0,East,71202,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870074,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870075,"Southwestern College",0,East,71203,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870076,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870077,"Southwestern College",0,East,71207,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870078,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870079,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870080,"Southwestern College",0,East,71207,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870081,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870082,"Southwestern College",0,East,71201,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870083,"Southwestern College",0,East,71205,712_2_81,1,2,Swtrn Clg
712,69170-1111100-0,13870020,"Palomar St Transit Center",1,West,71201,712_3_76,1,2,Palomar St TC
712,69170-1111100-0,13870021,"Palomar St Transit Center",1,West,71202,712_3_76,1,2,Palomar St TC
712,69170-1111100-0,13870022,"Palomar St Transit Center",1,West,71203,712_3_76,1,2,Palomar St TC
712,69170-1111100-0,13870084,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870085,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870086,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870087,"Palomar St Transit Center",1,West,71202,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870088,"Palomar St Transit Center",1,West,71205,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870089,"Palomar St Transit Center",1,West,71203,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870090,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870091,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870092,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870093,"Palomar St Transit Center",1,West,71202,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870094,"Palomar St Transit Center",1,West,71205,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870095,"Palomar St Transit Center",1,West,71203,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870096,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870097,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870098,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870099,"Palomar St Transit Center",1,West,71202,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870100,"Palomar St Transit Center",1,West,71205,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870101,"Palomar St Transit Center",1,West,71203,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870102,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870103,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870104,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870105,"Palomar St Transit Center",1,West,71202,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870106,"Palomar St Transit Center",1,West,71205,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870107,"Palomar St Transit Center",1,West,71203,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870108,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870109,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870110,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870111,"Palomar St Transit Center",1,West,71202,712_3_79,1,2,Palomar St TC
712,6917019-1111100-19,13870112,"L Palomar St Transit Center",1,West,71209,712_3_80,1,2,L Palomar St TC
712,69170-1111100-0,13870113,"Palomar St Transit Center",1,West,71205,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870114,"Palomar St Transit Center",1,West,71203,712_3_79,1,2,Palomar St TC
712,6917019-1111100-19,13870115,"L Palomar St Transit Center",1,West,71210,712_3_80,1,2,L Palomar St TC
712,69170-1111100-0,13870116,"Palomar St Transit Center",1,West,71201,712_3_79,1,2,Palomar St TC
712,69170-1111100-0,13870117,"Palomar St Transit Center",1,West,71204,712_3_79,1,2,Palomar St TC
712,6917019-1111100-19,13870118,"L Palomar St Transit Center",1,West,71209,712_3_80,1,2,L Palomar St TC
712,69170-1111100-0,13870119,"Palomar St Transit Center",1,West,71207,712_3_79,1,2,Palomar St TC
